num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2022S005204;27/02/2022;14:10:00;PASEO. ACACIAS / CALL. LAUREL;6;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Pasajero;De 30 a 34 años;Hombre;2;Ingreso inferior o igual a 24 horas;440124,716;4472854,911;N;NULL
2022S005204;27/02/2022;14:10:00;PASEO. ACACIAS / CALL. LAUREL;6;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;440124,716;4472854,911;N;NULL
2022S005205;27/02/2022;15:25:00;AVDA. POBLADOS / CALL. EUGENIA DE MONTIJO;96;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;436334,88;4469819,381;N;NULL
2022S005205;27/02/2022;15:25:00;AVDA. POBLADOS / CALL. EUGENIA DE MONTIJO;96;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;436334,88;4469819,381;N;NULL
2022S005205;27/02/2022;15:25:00;AVDA. POBLADOS / CALL. EUGENIA DE MONTIJO;96;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 35 a 39 años;Mujer;14;Sin asistencia sanitaria;436334,88;4469819,381;N;NULL
2022S005205;27/02/2022;15:25:00;AVDA. POBLADOS / CALL. EUGENIA DE MONTIJO;96;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;Menor de 5 años;Hombre;14;Sin asistencia sanitaria;436334,88;4469819,381;N;NULL
2022S005207;27/02/2022;16:11:00;CALL. EMILIO FERRARI / CALL. ALCALA;2;15;CIUDAD LINEAL;Alcance;Despejado;Furgoneta;Conductor;Desconocido;Desconocido;NULL;NULL;445373,804;4476223,658;N;NULL
2022S005207;27/02/2022;16:11:00;CALL. EMILIO FERRARI / CALL. ALCALA;2;15;CIUDAD LINEAL;Alcance;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;445373,804;4476223,658;N;NULL
2022S005208;27/02/2022;15:45:00;CALL. VIDAUBA, 14;14;10;LATINA;Alcance;Despejado;Ciclomotor;Conductor;De 50 a 54 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;435230,468;4470385,717;N;NULL
2022S005208;27/02/2022;15:45:00;CALL. VIDAUBA, 14;14;10;LATINA;Alcance;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;435230,468;4470385,717;N;NULL
2022S005208;27/02/2022;15:45:00;CALL. VIDAUBA, 14;14;10;LATINA;Alcance;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;435230,468;4470385,717;N;NULL
2022S005208;27/02/2022;15:45:00;CALL. VIDAUBA, 14;14;10;LATINA;Alcance;Despejado;Turismo;Pasajero;De 40 a 44 años;Mujer;14;Sin asistencia sanitaria;435230,468;4470385,717;N;NULL
2022S005208;27/02/2022;15:45:00;CALL. VIDAUBA, 14;14;10;LATINA;Alcance;Despejado;Turismo;Pasajero;De 55 a 59 años;Mujer;14;Sin asistencia sanitaria;435230,468;4470385,717;N;NULL
2022S005209;26/02/2022;19:40:00;PLAZA. GRECIA / CALL. PITAGORAS;1;20;SAN BLAS-CANILLEJAS;Colisión lateral;Nublado;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;448492,21;4476305,304;N;NULL
2022S005209;26/02/2022;19:40:00;PLAZA. GRECIA / CALL. PITAGORAS;1;20;SAN BLAS-CANILLEJAS;Colisión lateral;Nublado;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;448492,21;4476305,304;N;NULL
2022S005210;27/02/2022;16:45:00;PLAZA. CARDENAL CISNEROS, 1;1;9;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438364,939;4476811,049;N;NULL
2022S005210;27/02/2022;16:45:00;PLAZA. CARDENAL CISNEROS, 1;1;9;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;438364,939;4476811,049;N;NULL
2022S005211;26/02/2022;21:05:00;CALL. FRANCISCO ALTIMIRAS, 23;23;4;SALAMANCA;Choque contra obstáculo fijo;NULL;Autobús;Conductor;Desconocido;Desconocido;NULL;NULL;443689,076;4476208,373;N;NULL
2022S005211;26/02/2022;21:05:00;CALL. FRANCISCO ALTIMIRAS, 23;23;4;SALAMANCA;Choque contra obstáculo fijo;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;443689,076;4476208,373;N;NULL
2022S005213;27/02/2022;16:45:00;CALL. BRAVO MURILLO, 246;246;6;TETUÁN;Alcance;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;440701,304;4478998,352;N;NULL
2022S005213;27/02/2022;16:45:00;CALL. BRAVO MURILLO, 246;246;6;TETUÁN;Alcance;Despejado;Turismo;Conductor;De 55 a 59 años;Mujer;14;Sin asistencia sanitaria;440701,304;4478998,352;N;NULL
2022S005213;27/02/2022;16:45:00;CALL. BRAVO MURILLO, 246;246;6;TETUÁN;Alcance;Despejado;Turismo;Pasajero;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440701,304;4478998,352;N;NULL
2022S005214;27/02/2022;15:45:00;PASEO. MARCELINO CAMACHO, 15;15;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;NULL;NULL;437111,219;4470851,692;N;NULL
2022S005214;27/02/2022;15:45:00;PASEO. MARCELINO CAMACHO, 15;15;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;NULL;NULL;437111,219;4470851,692;N;NULL
2022S005215;27/02/2022;17:36:00;CALL. CORBETA / CALL. MANUEL AGUILAR MUÑOZ;4;21;BARAJAS;Atropello a persona;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;450104,09;4478728,829;N;NULL
2022S005215;27/02/2022;17:36:00;CALL. CORBETA / CALL. MANUEL AGUILAR MUÑOZ;4;21;BARAJAS;Atropello a persona;Despejado;Turismo;Peatón;De 10 a 14 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;450104,09;4478728,829;N;NULL
2022S005216;27/02/2022;17:35:00;CALL. ARGOS / CALL. ALBARRACIN;17;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;NULL;Turismo;Conductor;De 21 a 24 años;Hombre;NULL;NULL;446210,34;4476454,013;N;NULL
2022S005216;27/02/2022;17:35:00;CALL. ARGOS / CALL. ALBARRACIN;17;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;446210,34;4476454,013;N;NULL
2022S005216;27/02/2022;17:35:00;CALL. ARGOS / CALL. ALBARRACIN;17;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;NULL;Turismo;Pasajero;De 21 a 24 años;Hombre;NULL;NULL;446210,34;4476454,013;N;NULL
2022S005216;27/02/2022;17:35:00;CALL. ARGOS / CALL. ALBARRACIN;17;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;NULL;Turismo;Pasajero;De 21 a 24 años;Hombre;NULL;NULL;446210,34;4476454,013;N;NULL
2022S005217;27/02/2022;18:30:00;CALL. HERMANOS GARCIA NOBLEJAS / CALL. IDIOMA ESPERANTO;190;15;CIUDAD LINEAL;Caída;Nublado;VMU eléctrico;Conductor;De 18 a 20 años;Hombre;14;Sin asistencia sanitaria;446977,707;4474519,246;N;NULL
2022S005217;27/02/2022;18:30:00;CALL. HERMANOS GARCIA NOBLEJAS / CALL. IDIOMA ESPERANTO;190;15;CIUDAD LINEAL;Caída;Nublado;VMU eléctrico;Pasajero;De 25 a 29 años;Mujer;1;Atención en urgencias sin posterior ingreso;446977,707;4474519,246;N;NULL
2022S005218;27/02/2022;18:20:00;PLAZA. INDEPENDENCIA, 6;6;4;SALAMANCA;Colisión lateral;Nublado;Ciclomotor;Conductor;De 25 a 29 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;441646,004;4474630,735;N;NULL
2022S005218;27/02/2022;18:20:00;PLAZA. INDEPENDENCIA, 6;6;4;SALAMANCA;Colisión lateral;Nublado;Ciclomotor;Pasajero;De 30 a 34 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;441646,004;4474630,735;N;NULL
2022S005218;27/02/2022;18:20:00;PLAZA. INDEPENDENCIA, 6;6;4;SALAMANCA;Colisión lateral;Nublado;Turismo;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;441646,004;4474630,735;N;NULL
2022S005218;27/02/2022;18:20:00;PLAZA. INDEPENDENCIA, 6;6;4;SALAMANCA;Colisión lateral;Nublado;Turismo;Pasajero;De 35 a 39 años;Mujer;14;Sin asistencia sanitaria;441646,004;4474630,735;N;NULL
2022S005218;27/02/2022;18:20:00;PLAZA. INDEPENDENCIA, 6;6;4;SALAMANCA;Colisión lateral;Nublado;Turismo;Pasajero;De 35 a 39 años;Mujer;14;Sin asistencia sanitaria;441646,004;4474630,735;N;NULL
2022S005219;25/02/2022;20:55:00;AVDA. COMPLUTENSE / CALL. SINESIO DELGADO;1;9;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;NULL;NULL;438104,534;4478710,859;N;NULL
2022S005219;25/02/2022;20:55:00;AVDA. COMPLUTENSE / CALL. SINESIO DELGADO;1;9;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Conductor;De 45 a 49 años;Mujer;NULL;NULL;438104,534;4478710,859;N;NULL
2022S005219;25/02/2022;20:55:00;AVDA. COMPLUTENSE / CALL. SINESIO DELGADO;1;9;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Conductor;De 55 a 59 años;Mujer;NULL;NULL;438104,534;4478710,859;N;NULL
2022S005221;27/02/2022;19:20:00;CALL. FRANCISCO SILVELA / CALL. PRINCIPE DE VERGARA;104;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;442400,496;4476692,858;N;NULL
2022S005221;27/02/2022;19:20:00;CALL. FRANCISCO SILVELA / CALL. PRINCIPE DE VERGARA;104;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;442400,496;4476692,858;N;NULL
2022S005223;27/02/2022;18:20:00;GTA. RUIZ JIMENEZ / CALL. ALBERTO AGUILERA;7;1;CENTRO;Colisión lateral;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;440095,413;4475691,211;N;NULL
2022S005223;27/02/2022;18:20:00;GTA. RUIZ JIMENEZ / CALL. ALBERTO AGUILERA;7;1;CENTRO;Colisión lateral;Despejado;Turismo;Conductor;De 65 a 69 años;Hombre;NULL;NULL;440095,413;4475691,211;N;NULL
2022S005223;27/02/2022;18:20:00;GTA. RUIZ JIMENEZ / CALL. ALBERTO AGUILERA;7;1;CENTRO;Colisión lateral;Despejado;Turismo;Pasajero;De 25 a 29 años;Mujer;NULL;NULL;440095,413;4475691,211;N;NULL
2022S005223;27/02/2022;18:20:00;GTA. RUIZ JIMENEZ / CALL. ALBERTO AGUILERA;7;1;CENTRO;Colisión lateral;Despejado;Turismo;Pasajero;De 60 a 64 años;Mujer;NULL;NULL;440095,413;4475691,211;N;NULL
2022S005224;27/02/2022;19:40:00;CALL. DOCTOR RAMON CASTROVIEJO / CALL. SAN MARTIN DE PORRES;101;9;MONCLOA-ARAVACA;Alcance;Despejado;Todo terreno;Conductor;De 55 a 59 años;Hombre;NULL;NULL;438159,262;4480463,96;N;NULL
2022S005224;27/02/2022;19:40:00;CALL. DOCTOR RAMON CASTROVIEJO / CALL. SAN MARTIN DE PORRES;101;9;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;NULL;NULL;438159,262;4480463,96;N;NULL
2022S005224;27/02/2022;19:40:00;CALL. DOCTOR RAMON CASTROVIEJO / CALL. SAN MARTIN DE PORRES;101;9;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Pasajero;De 30 a 34 años;Mujer;NULL;NULL;438159,262;4480463,96;N;NULL
2022S005225;27/02/2022;20:01:00;AUTOV. A-42 / AVDA. POBLADOS;+00500E;12;USERA;Alcance;Despejado;NULL;Conductor;Desconocido;Desconocido;NULL;NULL;438914,849;4469437,171;NULL;NULL
2022S005225;27/02/2022;20:01:00;AUTOV. A-42 / AVDA. POBLADOS;+00500E;12;USERA;Alcance;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;NULL;NULL;438914,849;4469437,171;N;NULL
2022S005225;27/02/2022;20:01:00;AUTOV. A-42 / AVDA. POBLADOS;+00500E;12;USERA;Alcance;Despejado;Turismo;Pasajero;De 15 a 17 años;Mujer;NULL;NULL;438914,849;4469437,171;N;NULL
2022S005225;27/02/2022;20:01:00;AUTOV. A-42 / AVDA. POBLADOS;+00500E;12;USERA;Alcance;Despejado;Turismo;Pasajero;De 6 a 9 años;Hombre;NULL;NULL;438914,849;4469437,171;N;NULL
2022S005226;27/02/2022;20:10:00;PASEO. ESPERANZA, 25;25;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 25 a 29 años;Hombre;1;Atención en urgencias sin posterior ingreso;440243,829;4472481,244;N;NULL
2022S005226;27/02/2022;20:10:00;PASEO. ESPERANZA, 25;25;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;440243,829;4472481,244;N;NULL
2022S005226;27/02/2022;20:10:00;PASEO. ESPERANZA, 25;25;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;440243,829;4472481,244;N;NULL
2022S005226;27/02/2022;20:10:00;PASEO. ESPERANZA, 25;25;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 25 a 29 años;Mujer;14;Sin asistencia sanitaria;440243,829;4472481,244;N;NULL
2022S005227;27/02/2022;20:30:00;AUTOV. M-30 / Cazada 2 pk 10.200;+01000E;13;PUENTE DE VALLECAS;Alcance;NULL;Turismo;Conductor;De 35 a 39 años;Mujer;NULL;NULL;443137,84;4472063,958;N;NULL
2022S005227;27/02/2022;20:30:00;AUTOV. M-30 / Cazada 2 pk 10.200;+01000E;13;PUENTE DE VALLECAS;Alcance;NULL;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;443137,84;4472063,958;N;NULL
2022S005227;27/02/2022;20:30:00;AUTOV. M-30 / Cazada 2 pk 10.200;+01000E;13;PUENTE DE VALLECAS;Alcance;NULL;Turismo;Pasajero;De 10 a 14 años;Mujer;NULL;NULL;443137,84;4472063,958;N;NULL
2022S005227;27/02/2022;20:30:00;AUTOV. M-30 / Cazada 2 pk 10.200;+01000E;13;PUENTE DE VALLECAS;Alcance;NULL;Turismo;Pasajero;De 10 a 14 años;Mujer;NULL;NULL;443137,84;4472063,958;N;NULL
2022S005227;27/02/2022;20:30:00;AUTOV. M-30 / Cazada 2 pk 10.200;+01000E;13;PUENTE DE VALLECAS;Alcance;NULL;Turismo;Pasajero;De 10 a 14 años;Mujer;NULL;NULL;443137,84;4472063,958;N;NULL
2022S005227;27/02/2022;20:30:00;AUTOV. M-30 / Cazada 2 pk 10.200;+01000E;13;PUENTE DE VALLECAS;Alcance;NULL;Turismo;Pasajero;De 45 a 49 años;Mujer;NULL;NULL;443137,84;4472063,958;N;NULL
2022S005227;27/02/2022;20:30:00;AUTOV. M-30 / Cazada 2 pk 10.200;+01000E;13;PUENTE DE VALLECAS;Alcance;NULL;Turismo;Pasajero;De 6 a 9 años;Hombre;NULL;NULL;443137,84;4472063,958;N;NULL
2022S005228;23/02/2022;20:00:00;GTA. PIEDRAFITA DEL CEBRERO / CALL. SINESIO DELGADO;0;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;NULL;Motocicleta > 125cc;Conductor;De 45 a 49 años;Hombre;NULL;NULL;439679,506;4480274,443;N;NULL
2022S005228;23/02/2022;20:00:00;GTA. PIEDRAFITA DEL CEBRERO / CALL. SINESIO DELGADO;0;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;NULL;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;439679,506;4480274,443;N;NULL
2022S005229;27/02/2022;20:30:00;CALL. PIROTECNIA / CALL. FERROCARRIL DEL TAJUÑA;33;19;VICÁLVARO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;449222,022;4472140,011;N;NULL
2022S005230;27/02/2022;19:50:00;AVDA. PABLO IGLESIAS, 36;36;6;TETUÁN;Colisión lateral;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;439889,659;4477725,691;N;NULL
2022S005230;27/02/2022;19:50:00;AVDA. PABLO IGLESIAS, 36;36;6;TETUÁN;Colisión lateral;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;NULL;NULL;439889,659;4477725,691;N;NULL
2022S005233;27/02/2022;22:50:00;CALL. TORROX, 4;4;12;USERA;Colisión lateral;Despejado;Ciclomotor;Conductor;De 35 a 39 años;Hombre;NULL;NULL;441413,998;4468832,424;N;NULL
2022S005233;27/02/2022;22:50:00;CALL. TORROX, 4;4;12;USERA;Colisión lateral;Despejado;Turismo;Conductor;De 55 a 59 años;Mujer;NULL;NULL;441413,998;4468832,424;N;NULL
2022S005234;27/02/2022;23:15:00;AVDA. ALBUFERA, 179;179;13;PUENTE DE VALLECAS;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;De 21 a 24 años;Hombre;NULL;NULL;444451,174;4471423,582;N;NULL
2022S005234;27/02/2022;23:15:00;AVDA. ALBUFERA, 179;179;13;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;NULL;NULL;444451,174;4471423,582;N;NULL
2022S005235;28/02/2022;1:15:00;CALL. ANTONIO SALVADOR, 78;78;12;USERA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;NULL;NULL;440174,692;4470718,396;S;NULL
2022S005236;27/02/2022;23:50:00;PLAZA. CAMPO DE CRIPTANA / CALL. TOMELLOSO;1;12;USERA;Colisión fronto-lateral;NULL;Turismo;Conductor;De 21 a 24 años;Hombre;NULL;NULL;440704,836;4470338,532;N;NULL
2022S005236;27/02/2022;23:50:00;PLAZA. CAMPO DE CRIPTANA / CALL. TOMELLOSO;1;12;USERA;Colisión fronto-lateral;NULL;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;440704,836;4470338,532;N;NULL
2022S005236;27/02/2022;23:50:00;PLAZA. CAMPO DE CRIPTANA / CALL. TOMELLOSO;1;12;USERA;Colisión fronto-lateral;NULL;Turismo;Pasajero;De 18 a 20 años;Hombre;NULL;NULL;440704,836;4470338,532;N;NULL
2022S005237;27/02/2022;6:35:00;CALL. LUNA, 2;2;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;440191,611;4474774,662;N;NULL
2022S005237;27/02/2022;6:35:00;CALL. LUNA, 2;2;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 25 a 29 años;Mujer;NULL;NULL;440191,611;4474774,662;N;NULL
2022S005239;28/02/2022;2:12:00;CALL. LA MASO / CALL. MORALZARZAL;37;8;FUENCARRAL-EL PARDO;Caída;Lluvia débil;Motocicleta hasta 125cc;Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;439781,06;4482731,539;N;NULL
2022S005240;28/02/2022;3:20:00;CALL. FUENTE CARRANTONA / AVDA. DOCTOR GARCIA TAPIA;32;14;MORATALAZ;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;446458,159;4473236,407;S;NULL
2022S005242;28/02/2022;2:40:00;CUSTA. SAN VICENTE / CALL. BAILEN;2;9;MONCLOA-ARAVACA;Colisión fronto-lateral;NULL;Camión rígido;Conductor;De 50 a 54 años;Hombre;NULL;NULL;438915,321;4474659,609;N;NULL
2022S005242;28/02/2022;2:40:00;CUSTA. SAN VICENTE / CALL. BAILEN;2;9;MONCLOA-ARAVACA;Colisión fronto-lateral;NULL;Turismo;Conductor;De 60 a 64 años;Hombre;NULL;NULL;438915,321;4474659,609;N;NULL
2022S005244;27/02/2022;13:53:00;AVDA. MACHUPICHU, 58;58;16;HORTALEZA;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 21 a 24 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;446139,643;4479375,275;N;NULL
2022S005244;27/02/2022;13:53:00;AVDA. MACHUPICHU, 58;58;16;HORTALEZA;Colisión lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Mujer;14;Sin asistencia sanitaria;446139,643;4479375,275;N;NULL
2022S005245;28/02/2022;8:40:00;CALL. ANA DE AUSTRIA, 6;6;16;HORTALEZA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;443746,936;4482440,039;S;NULL
2022S005246;27/02/2022;13:25:00;AUTOV. M-30, +01500E, TÚNEL 14 XL 82;+01500E;11;CARABANCHEL;Colisión lateral;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;440012,053;4471881,169;N;NULL
2022S005246;27/02/2022;13:25:00;AUTOV. M-30, +01500E, TÚNEL 14 XL 82;+01500E;11;CARABANCHEL;Colisión lateral;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;440012,053;4471881,169;N;NULL
2022S005247;28/02/2022;10:45:00;AUTOV. M-30, 18NC;+01800I;10;LATINA;Alcance;Despejado;Motocicleta > 125cc;Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;438386,751;4474911,815;N;NULL
2022S005247;28/02/2022;10:45:00;AUTOV. M-30, 18NC;+01800I;10;LATINA;Alcance;Despejado;Motocicleta > 125cc;Pasajero;De 45 a 49 años;Mujer;2;Ingreso inferior o igual a 24 horas;438386,751;4474911,815;N;NULL
2022S005247;28/02/2022;10:45:00;AUTOV. M-30, 18NC;+01800I;10;LATINA;Alcance;Despejado;Turismo;Conductor;De 25 a 29 años;Mujer;14;Sin asistencia sanitaria;438386,751;4474911,815;N;NULL
2022S005249;28/02/2022;10:00:00;AVDA. BLAS DE LEZO / VÍA DE SERVICIO M45;43;19;VICÁLVARO;Alcance;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;453020,507;4473429,486;N;NULL
2022S005249;28/02/2022;10:00:00;AVDA. BLAS DE LEZO / VÍA DE SERVICIO M45;43;19;VICÁLVARO;Alcance;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;453020,507;4473429,486;N;NULL
2022S005249;28/02/2022;10:00:00;AVDA. BLAS DE LEZO / VÍA DE SERVICIO M45;43;19;VICÁLVARO;Alcance;Despejado;Turismo;Pasajero;De 25 a 29 años;Mujer;2;Ingreso inferior o igual a 24 horas;453020,507;4473429,486;N;NULL
2022S005250;28/02/2022;10:35:00;CALL. ALCALA, 93;93;4;SALAMANCA;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441901,453;4474682,537;N;NULL
2022S005250;28/02/2022;10:35:00;CALL. ALCALA, 93;93;4;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;441901,453;4474682,537;N;NULL
2022S005251;28/02/2022;10:45:00;CALL. OÑA, 10  ENTRADA URGENCIA HM SAN CHINARRO;10;16;HORTALEZA;Atropello a persona;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;443531,219;4482267,196;N;NULL
2022S005251;28/02/2022;10:45:00;CALL. OÑA, 10  ENTRADA URGENCIA HM SAN CHINARRO;10;16;HORTALEZA;Atropello a persona;Despejado;Turismo;Peatón;De 65 a 69 años;Mujer;2;Ingreso inferior o igual a 24 horas;443531,219;4482267,196;N;NULL
2022S005252;28/02/2022;12:10:00;CALL. EUGENIA DE MONTIJO / AVDA. NUESTRA SEÑORA DE FATIMA;76;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Furgoneta;Conductor;De 25 a 29 años;Hombre;NULL;NULL;436449,929;4469962,839;N;NULL
2022S005252;28/02/2022;12:10:00;CALL. EUGENIA DE MONTIJO / AVDA. NUESTRA SEÑORA DE FATIMA;76;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;Más de 74 años;Hombre;NULL;NULL;436449,929;4469962,839;N;NULL
2022S005253;28/02/2022;12:12:00;AUTOV. A-3, +00900E;+00900E;18;VILLA DE VALLECAS;Colisión múltiple;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;NULL;NULL;452213,598;4467790,512;N;NULL
2022S005253;28/02/2022;12:12:00;AUTOV. A-3, +00900E;+00900E;18;VILLA DE VALLECAS;Colisión múltiple;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;NULL;NULL;452213,598;4467790,512;N;NULL
2022S005253;28/02/2022;12:12:00;AUTOV. A-3, +00900E;+00900E;18;VILLA DE VALLECAS;Colisión múltiple;Despejado;Turismo;Conductor;De 65 a 69 años;Hombre;NULL;NULL;452213,598;4467790,512;N;NULL
2022S005254;28/02/2022;13:00:00;CALL. DELICIAS, 20;20;2;ARGANZUELA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;441187,82;4472838,563;N;NULL
2022S005254;28/02/2022;13:00:00;CALL. DELICIAS, 20;20;2;ARGANZUELA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;441187,82;4472838,563;N;NULL
2022S005256;28/02/2022;13:30:00;CALL. VOLUNTARIOS CATALANES, 43;43;6;TETUÁN;Choque contra obstáculo fijo;NULL;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;440472,846;4479664,619;N;NULL
2022S005256;28/02/2022;13:30:00;CALL. VOLUNTARIOS CATALANES, 43;43;6;TETUÁN;Choque contra obstáculo fijo;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;440472,846;4479664,619;N;NULL
2022S005257;28/02/2022;14:00:00;CALL. MAIQUEZ, 48;48;3;RETIRO;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 40 a 44 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;442891,456;4474326,442;N;NULL
2022S005257;28/02/2022;14:00:00;CALL. MAIQUEZ, 48;48;3;RETIRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;442891,456;4474326,442;N;NULL
